,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
59,151.0,36.0,485372.0,2005-02-26,OH,250/500,2000.0,870.63,0.0,431725.0,FEMALE,MD,adm-clerical,kayaking,own-child,94800.0,-58500.0,2015-01-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,2299 1st St,12.0,3.0,NO,1.0,1.0,NO,62920.0,11440.0,5720.0,45760.0,Ford,Escape,2000.0,N,Middle Aged,Long-Term Client,12.583333333333334,10955.4275,-51964.5725
60,154.0,34.0,598554.0,1990-02-14,IN,100/300,500.0,795.23,0.0,609216.0,MALE,PhD,machine-op-inspct,base-jumping,other-relative,36900.0,0.0,2015-01-10,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,6618 Cherokee Drive,15.0,3.0,YES,2.0,1.0,?,69480.0,15440.0,0.0,54040.0,Nissan,Maxima,2014.0,Y,Middle Aged,Long-Term Client,12.833333333333334,10205.451666666666,-59274.54833333333
61,245.0,44.0,303987.0,1993-09-30,IL,500/1000,1000.0,1168.2,0.0,452787.0,MALE,JD,handlers-cleaners,basketball,husband,69100.0,0.0,2015-02-11,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,7459 Flute St,23.0,3.0,NO,0.0,3.0,NO,44280.0,7380.0,3690.0,33210.0,Honda,Accord,1997.0,N,Middle Aged,Long-Term Client,20.416666666666668,23850.750000000004,-20429.249999999996
62,119.0,32.0,343161.0,2014-06-10,IL,500/1000,1000.0,993.51,0.0,468767.0,MALE,High School,armed-forces,bungie-jumping,unmarried,0.0,-49500.0,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Hillsdale,3567 4th Drive,12.0,1.0,NO,0.0,3.0,YES,56300.0,5630.0,11260.0,39410.0,BMW,M5,2011.0,N,Middle Aged,Established Client,9.916666666666666,9852.3075,-46447.6925
63,215.0,42.0,519312.0,2008-10-28,OH,500/1000,500.0,1848.81,0.0,435489.0,MALE,JD,transport-moving,video-games,own-child,0.0,-49000.0,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2457 Washington Ave,20.0,3.0,YES,2.0,2.0,YES,68520.0,11420.0,5710.0,51390.0,Suburu,Legacy,2003.0,Y,Middle Aged,Long-Term Client,17.916666666666668,33124.5125,-35395.4875
64,295.0,42.0,132902.0,2007-04-24,OH,250/500,1000.0,1641.73,5000000.0,450149.0,MALE,PhD,sales,chess,not-in-family,62400.0,0.0,2015-01-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,1269 Flute Drive,16.0,3.0,NO,0.0,0.0,NO,59130.0,6570.0,6570.0,45990.0,Ford,Escape,2006.0,Y,Middle Aged,Long-Term Client,24.583333333333332,40359.19583333333,-18770.80416666667
65,254.0,39.0,332867.0,1993-12-13,IN,100/300,500.0,1362.87,0.0,458364.0,FEMALE,MD,exec-managerial,chess,other-relative,35700.0,0.0,2015-02-22,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,1218 Sky Hwy,6.0,3.0,YES,2.0,2.0,NO,82320.0,13720.0,6860.0,61740.0,Dodge,Neon,1995.0,Y,Middle Aged,Long-Term Client,21.166666666666668,28847.414999999997,-53472.58500000001
66,107.0,31.0,356590.0,2011-08-17,IN,250/500,500.0,1239.22,7000000.0,476458.0,FEMALE,High School,tech-support,paintball,not-in-family,43400.0,-91200.0,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,9169 Pine Ridge,12.0,1.0,YES,0.0,1.0,NO,89700.0,13800.0,13800.0,62100.0,Audi,A5,2009.0,Y,Middle Aged,Established Client,8.916666666666666,11049.711666666666,-78650.28833333333
67,478.0,64.0,346002.0,1990-08-20,OH,250/500,500.0,835.02,0.0,602433.0,FEMALE,Associate,adm-clerical,reading,unmarried,59600.0,0.0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Hillsdale,8538 Texas Lane,17.0,3.0,NO,1.0,1.0,NO,33930.0,0.0,3770.0,30160.0,BMW,X6,1998.0,N,Elderly,Long-Term Client,39.833333333333336,33261.63,-668.3700000000026
68,128.0,30.0,500533.0,1994-02-11,OH,100/300,1000.0,1061.33,0.0,478575.0,MALE,MD,machine-op-inspct,movies,own-child,43300.0,-66200.0,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,5783 Oak Ave,8.0,1.0,NO,0.0,3.0,NO,68530.0,12460.0,6230.0,49840.0,Audi,A5,1997.0,N,Young Adult,Established Client,10.666666666666666,11320.853333333333,-57209.14666666667
69,338.0,49.0,348209.0,1994-02-22,IN,500/1000,1000.0,1279.08,0.0,449718.0,MALE,MD,other-service,kayaking,own-child,0.0,-51500.0,2015-02-27,Parked Car,?,Minor Damage,None,NC,Riverwood,7721 Washington Ridge,13.0,1.0,NO,0.0,1.0,?,4300.0,860.0,860.0,2580.0,Ford,F150,2004.0,N,Middle Aged,Long-Term Client,28.166666666666668,36027.42,31727.42
70,271.0,42.0,486676.0,2011-08-15,OH,100/300,500.0,1105.49,0.0,463181.0,FEMALE,Associate,prof-specialty,sleeping,own-child,56200.0,-50000.0,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,12.0,2.0,?,2.0,3.0,?,68310.0,12420.0,6210.0,49680.0,Audi,A3,2003.0,Y,Middle Aged,Long-Term Client,22.583333333333332,24965.649166666666,-43344.35083333333
71,222.0,41.0,260845.0,1998-11-11,OH,100/300,2000.0,1055.53,0.0,441992.0,FEMALE,MD,armed-forces,cross-fit,not-in-family,37800.0,-50300.0,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7.0,1.0,NO,0.0,2.0,NO,61290.0,6810.0,6810.0,47670.0,Honda,Civic,1995.0,Y,Middle Aged,Long-Term Client,18.5,19527.304999999997,-41762.69500000001
72,199.0,41.0,657045.0,1995-12-04,OH,250/500,1000.0,895.83,0.0,452597.0,FEMALE,Associate,sales,paintball,husband,0.0,0.0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10.0,1.0,NO,1.0,2.0,NO,30100.0,3010.0,0.0,27090.0,Chevrolet,Malibu,1999.0,N,Middle Aged,Long-Term Client,16.583333333333332,14855.8475,-15244.1525
73,215.0,37.0,761189.0,2002-12-28,IN,100/300,500.0,1632.93,0.0,614417.0,FEMALE,College,transport-moving,golf,not-in-family,0.0,-42900.0,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7.0,3.0,NO,2.0,0.0,YES,57120.0,9520.0,4760.0,42840.0,Mercedes,C300,2002.0,N,Middle Aged,Long-Term Client,17.916666666666668,29256.662500000002,-27863.337499999998
74,192.0,40.0,175177.0,2004-04-15,IL,100/300,1000.0,1405.99,0.0,472895.0,FEMALE,Associate,sales,yachting,wife,0.0,0.0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18.0,3.0,YES,1.0,0.0,YES,42930.0,9540.0,4770.0,28620.0,BMW,X6,2005.0,N,Middle Aged,Long-Term Client,16.0,22495.84,-20434.16
75,120.0,35.0,116700.0,2001-02-02,OH,100/300,1000.0,1425.54,0.0,475847.0,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300.0,0.0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22.0,3.0,NO,2.0,0.0,NO,51210.0,11380.0,5690.0,34140.0,Ford,Fusion,2010.0,N,Middle Aged,Established Client,10.0,14255.4,-36954.6
76,270.0,45.0,166264.0,2010-01-12,OH,500/1000,1000.0,1038.09,0.0,476978.0,FEMALE,College,handlers-cleaners,golf,husband,0.0,-19700.0,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18.0,3.0,NO,1.0,1.0,YES,89400.0,14900.0,7450.0,67050.0,Suburu,Legacy,1998.0,N,Middle Aged,Long-Term Client,22.5,23357.024999999998,-66042.975
77,319.0,47.0,527945.0,1992-04-14,IN,250/500,500.0,1307.11,0.0,600648.0,MALE,College,transport-moving,dancing,not-in-family,0.0,0.0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22.0,3.0,NO,0.0,2.0,?,59730.0,10860.0,10860.0,38010.0,Audi,A3,2005.0,N,Middle Aged,Long-Term Client,26.583333333333332,34747.340833333335,-24982.659166666665
78,194.0,39.0,627540.0,2010-05-21,OH,500/1000,1000.0,1489.24,6000000.0,608335.0,FEMALE,JD,other-service,kayaking,wife,0.0,-45000.0,2015-01-24,Vehicle Theft,?,Minor Damage,None,SC,Springfield,7877 Sky Lane,15.0,1.0,YES,2.0,2.0,YES,8060.0,1240.0,1240.0,5580.0,Saab,95,2004.0,N,Middle Aged,Long-Term Client,16.166666666666668,24076.04666666667,16016.046666666669
79,227.0,38.0,279422.0,2013-10-27,OH,500/1000,500.0,976.67,0.0,471600.0,FEMALE,PhD,handlers-cleaners,polo,unmarried,0.0,0.0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16.0,1.0,?,1.0,2.0,?,72200.0,14440.0,7220.0,50540.0,BMW,M5,2013.0,Y,Middle Aged,Long-Term Client,18.916666666666668,18475.340833333332,-53724.659166666665
80,137.0,31.0,484200.0,1994-10-12,OH,250/500,2000.0,1340.43,0.0,441175.0,MALE,High School,exec-managerial,paintball,husband,52700.0,-40600.0,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6.0,3.0,NO,1.0,2.0,NO,50800.0,10160.0,10160.0,30480.0,Accura,MDX,2005.0,N,Middle Aged,Established Client,11.416666666666666,15303.2425,-35496.7575
81,244.0,38.0,645258.0,1997-07-04,OH,500/1000,2000.0,1267.81,5000000.0,603123.0,FEMALE,Masters,exec-managerial,video-games,wife,0.0,0.0,2015-01-03,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10.0,1.0,?,2.0,1.0,?,6600.0,660.0,1320.0,4620.0,Accura,TL,2005.0,N,Middle Aged,Long-Term Client,20.333333333333332,25778.80333333333,19178.80333333333
82,78.0,29.0,694662.0,2011-02-15,IL,250/500,1000.0,1234.2,6000000.0,457767.0,MALE,Masters,other-service,bungie-jumping,other-relative,0.0,0.0,2015-01-29,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5124 Maple St,3.0,1.0,YES,2.0,2.0,NO,7500.0,750.0,1500.0,5250.0,Nissan,Maxima,2002.0,N,Young Adult,Established Client,6.5,8022.300000000001,522.3000000000011
83,200.0,35.0,960680.0,1994-08-21,IN,250/500,2000.0,1318.06,0.0,618498.0,MALE,High School,exec-managerial,video-games,wife,57300.0,-80600.0,2015-01-19,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13.0,1.0,NO,0.0,3.0,YES,6490.0,1180.0,1180.0,4130.0,Volkswagen,Jetta,2002.0,N,Middle Aged,Long-Term Client,16.666666666666668,21967.666666666664,15477.666666666664
84,284.0,48.0,498140.0,1997-05-15,IN,500/1000,2000.0,769.95,0.0,605486.0,MALE,Masters,prof-specialty,movies,not-in-family,0.0,-44200.0,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16.0,2.0,?,2.0,3.0,NO,60940.0,5540.0,11080.0,44320.0,Audi,A3,2013.0,Y,Middle Aged,Long-Term Client,23.666666666666668,18222.15,-42717.85
85,275.0,41.0,498875.0,1996-10-26,OH,100/300,2000.0,1514.72,0.0,617970.0,MALE,High School,transport-moving,board-games,own-child,35700.0,0.0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13.0,3.0,YES,0.0,1.0,?,58300.0,5830.0,11660.0,40810.0,Suburu,Legacy,2007.0,N,Middle Aged,Long-Term Client,22.916666666666668,34712.333333333336,-23587.666666666664
86,153.0,34.0,798177.0,2006-03-04,IL,500/1000,1000.0,873.64,4000000.0,432934.0,FEMALE,Associate,priv-house-serv,yachting,husband,800.0,0.0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9.0,3.0,NO,2.0,1.0,?,68400.0,11400.0,11400.0,45600.0,Ford,F150,2007.0,N,Middle Aged,Long-Term Client,12.75,11138.91,-57261.09
87,134.0,32.0,614763.0,1991-01-02,IL,500/1000,500.0,1612.43,0.0,456762.0,FEMALE,MD,other-service,yachting,own-child,36400.0,0.0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2.0,1.0,?,2.0,1.0,YES,64240.0,11680.0,11680.0,40880.0,BMW,3 Series,2015.0,N,Middle Aged,Established Client,11.166666666666666,18005.468333333334,-46234.53166666666
88,31.0,36.0,679370.0,1999-08-15,IL,500/1000,2000.0,1318.24,9000000.0,601748.0,FEMALE,College,prof-specialty,kayaking,not-in-family,0.0,-78600.0,2015-01-30,Parked Car,?,Trivial Damage,None,WV,Arlington,5540 Sky St,9.0,1.0,NO,0.0,1.0,YES,4700.0,940.0,470.0,3290.0,Dodge,Neon,2002.0,N,Middle Aged,Established Client,2.5833333333333335,3405.4533333333334,-1294.5466666666666
89,41.0,25.0,958857.0,1992-01-15,IN,100/300,1000.0,1226.83,0.0,607763.0,FEMALE,College,exec-managerial,exercise,not-in-family,0.0,-56100.0,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12.0,3.0,YES,2.0,0.0,?,45120.0,0.0,5640.0,39480.0,Accura,MDX,2011.0,Y,Young Adult,Established Client,3.4166666666666665,4191.669166666667,-40928.33083333333
90,127.0,29.0,686816.0,1999-12-07,OH,250/500,2000.0,1326.44,5000000.0,436973.0,FEMALE,High School,sales,board-games,own-child,0.0,0.0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12.0,2.0,YES,1.0,1.0,?,66950.0,10300.0,10300.0,46350.0,Saab,93,1995.0,N,Young Adult,Established Client,10.583333333333334,14038.156666666668,-52911.84333333333
91,61.0,23.0,127754.0,1993-06-06,IL,250/500,2000.0,1136.83,4000000.0,471300.0,FEMALE,Associate,tech-support,exercise,own-child,0.0,-62400.0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14.0,1.0,NO,0.0,3.0,?,98340.0,8940.0,17880.0,71520.0,Honda,Accord,2004.0,Y,Young Adult,Established Client,5.083333333333333,5778.885833333333,-92561.11416666667
92,207.0,42.0,918629.0,2000-10-03,IL,250/500,2000.0,1322.78,0.0,453277.0,MALE,PhD,farming-fishing,yachting,own-child,55200.0,0.0,2015-02-28,Parked Car,?,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9.0,1.0,NO,0.0,1.0,NO,5900.0,590.0,590.0,4720.0,BMW,X5,2007.0,N,Middle Aged,Long-Term Client,17.25,22817.955,16917.955
93,219.0,43.0,731450.0,2010-12-29,IN,100/300,1000.0,1483.25,0.0,465100.0,FEMALE,MD,exec-managerial,exercise,not-in-family,90700.0,-20800.0,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3.0,3.0,NO,1.0,1.0,?,70680.0,5890.0,11780.0,53010.0,Ford,Fusion,2009.0,N,Middle Aged,Long-Term Client,18.25,27069.3125,-43610.6875
94,271.0,42.0,307447.0,1990-03-17,IL,100/300,500.0,1515.3,0.0,603248.0,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0.0,0.0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21.0,3.0,NO,1.0,0.0,NO,93720.0,17040.0,8520.0,68160.0,Mercedes,ML350,2005.0,N,Middle Aged,Long-Term Client,22.583333333333332,34220.524999999994,-59499.475000000006
95,80.0,25.0,992145.0,2012-03-01,IL,100/300,2000.0,1075.18,5000000.0,601112.0,FEMALE,PhD,armed-forces,exercise,husband,67700.0,-58400.0,2015-02-21,Vehicle Theft,?,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5.0,1.0,NO,2.0,0.0,YES,6930.0,1260.0,630.0,5040.0,Toyota,Highlander,2001.0,N,Young Adult,Established Client,6.666666666666667,7167.866666666668,237.8666666666677
96,325.0,47.0,900628.0,2006-02-05,IN,500/1000,1000.0,1690.27,0.0,438830.0,FEMALE,Associate,protective-serv,hiking,not-in-family,61500.0,0.0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11.0,1.0,YES,0.0,3.0,NO,72930.0,6630.0,6630.0,59670.0,Dodge,RAM,2006.0,Y,Middle Aged,Long-Term Client,27.083333333333332,45778.14583333333,-27151.85416666667
97,29.0,25.0,235220.0,2014-11-01,IL,250/500,2000.0,1352.83,0.0,464959.0,MALE,Masters,farming-fishing,skydiving,own-child,0.0,-71700.0,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4.0,4.0,YES,1.0,2.0,YES,64890.0,7210.0,7210.0,50470.0,Nissan,Pathfinder,2013.0,Y,Young Adult,Established Client,2.4166666666666665,3269.3391666666666,-61620.660833333335
98,295.0,48.0,740019.0,2009-06-17,OH,250/500,1000.0,1148.73,0.0,439787.0,FEMALE,College,machine-op-inspct,kayaking,wife,0.0,0.0,2015-02-22,Parked Car,?,Trivial Damage,None,WV,Columbus,3998 Flute St,6.0,1.0,?,1.0,2.0,YES,5400.0,900.0,900.0,3600.0,Saab,95,1999.0,N,Middle Aged,Long-Term Client,24.583333333333332,28239.612500000003,22839.612500000003
99,239.0,42.0,246882.0,1999-09-20,IL,100/300,1000.0,969.5,0.0,464839.0,MALE,College,exec-managerial,reading,not-in-family,0.0,0.0,2015-01-26,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10.0,1.0,NO,0.0,0.0,?,5600.0,700.0,700.0,4200.0,Audi,A3,2007.0,N,Middle Aged,Long-Term Client,19.916666666666668,19309.208333333336,13709.208333333336
100,269.0,41.0,797613.0,1990-10-19,IN,100/300,500.0,1463.82,0.0,448984.0,FEMALE,College,protective-serv,yachting,not-in-family,0.0,-72300.0,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23.0,1.0,YES,0.0,0.0,?,79300.0,15860.0,15860.0,47580.0,Saab,92x,2007.0,N,Middle Aged,Long-Term Client,22.416666666666668,32813.965,-46486.035
101,80.0,27.0,193442.0,1996-08-05,IL,100/300,1000.0,1474.17,0.0,440327.0,FEMALE,College,tech-support,exercise,unmarried,0.0,0.0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13.0,1.0,YES,1.0,0.0,YES,52800.0,10560.0,5280.0,36960.0,Saab,95,2004.0,N,Young Adult,Established Client,6.666666666666667,9827.800000000001,-42972.2
102,279.0,41.0,389238.0,2001-06-06,IL,250/500,500.0,1497.35,0.0,460742.0,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300.0,-31700.0,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16.0,3.0,?,2.0,3.0,NO,28800.0,0.0,3600.0,25200.0,Ford,Fusion,2013.0,N,Middle Aged,Long-Term Client,23.25,34813.3875,6013.387499999997
103,165.0,33.0,760179.0,2007-03-25,OH,100/300,1000.0,1427.14,0.0,446895.0,FEMALE,Associate,tech-support,kayaking,other-relative,35300.0,-58100.0,2015-02-15,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3.0,1.0,NO,1.0,1.0,NO,2970.0,330.0,330.0,2310.0,Toyota,Highlander,2008.0,N,Middle Aged,Long-Term Client,13.75,19623.175000000003,16653.175000000003
104,350.0,54.0,939905.0,2013-10-31,OH,500/1000,500.0,1495.1,0.0,609374.0,MALE,College,other-service,basketball,wife,50500.0,0.0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15.0,3.0,NO,0.0,0.0,?,93480.0,15580.0,7790.0,70110.0,Chevrolet,Malibu,2014.0,N,Middle Aged,Long-Term Client,29.166666666666668,43607.08333333333,-49872.91666666667
105,295.0,49.0,872814.0,1992-06-13,IL,100/300,500.0,1141.62,0.0,451672.0,MALE,College,prof-specialty,kayaking,husband,34300.0,-24300.0,2015-01-01,Vehicle Theft,?,Minor Damage,None,WV,Columbus,8085 Andromedia St,4.0,1.0,YES,1.0,3.0,YES,4320.0,480.0,480.0,3360.0,Mercedes,E400,2002.0,N,Middle Aged,Long-Term Client,24.583333333333332,28064.824999999997,23744.824999999997
106,464.0,61.0,632627.0,1990-10-07,OH,500/1000,1000.0,1125.37,0.0,604450.0,FEMALE,Associate,prof-specialty,basketball,husband,0.0,-56400.0,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6.0,3.0,?,0.0,2.0,YES,79800.0,6650.0,19950.0,53200.0,Saab,95,2000.0,Y,Elderly,Long-Term Client,38.666666666666664,43514.306666666664,-36285.693333333336
107,118.0,28.0,283414.0,1991-12-28,IN,500/1000,2000.0,1207.36,0.0,432896.0,FEMALE,High School,handlers-cleaners,camping,own-child,0.0,-57000.0,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22.0,2.0,NO,1.0,0.0,?,74200.0,7420.0,14840.0,51940.0,Volkswagen,Passat,1997.0,N,Young Adult,Established Client,9.833333333333334,11872.373333333333,-62327.62666666666
108,298.0,47.0,163161.0,1998-11-11,IL,500/1000,2000.0,1338.5,0.0,618929.0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800.0,0.0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1.0,1.0,?,0.0,0.0,?,70590.0,10860.0,10860.0,48870.0,Saab,93,2000.0,Y,Middle Aged,Long-Term Client,24.833333333333332,33239.41666666667,-37350.58333333333
109,87.0,31.0,853360.0,2009-06-26,IN,500/1000,1000.0,1074.07,0.0,451312.0,FEMALE,Masters,sales,chess,husband,0.0,-47500.0,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16.0,3.0,NO,0.0,3.0,YES,60940.0,5540.0,11080.0,44320.0,Nissan,Ultima,2006.0,Y,Middle Aged,Established Client,7.25,7787.0075,-53152.9925
110,261.0,42.0,776860.0,2009-01-11,OH,250/500,500.0,1337.56,0.0,605141.0,FEMALE,College,prof-specialty,video-games,unmarried,0.0,0.0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18.0,1.0,?,1.0,2.0,YES,74700.0,7470.0,14940.0,52290.0,Dodge,RAM,2010.0,N,Middle Aged,Long-Term Client,21.75,29091.929999999997,-45608.07000000001
111,453.0,60.0,149367.0,2003-03-18,IN,100/300,500.0,1298.91,6000000.0,459504.0,MALE,PhD,craft-repair,dancing,unmarried,52600.0,-38800.0,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0.0,1.0,YES,0.0,0.0,?,70000.0,14000.0,7000.0,49000.0,Ford,F150,2015.0,Y,Elderly,Long-Term Client,37.75,49033.8525,-20966.1475
112,210.0,41.0,395269.0,2012-11-02,IL,500/1000,500.0,1222.75,0.0,432781.0,MALE,High School,exec-managerial,polo,other-relative,0.0,-41000.0,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,1454 5th Ridge,12.0,3.0,?,2.0,0.0,NO,81070.0,14740.0,14740.0,51590.0,BMW,X5,2001.0,N,Middle Aged,Long-Term Client,17.5,21398.125,-59671.875
113,168.0,32.0,981123.0,2000-05-04,IN,100/300,1000.0,1059.52,0.0,452748.0,MALE,MD,protective-serv,camping,own-child,0.0,-40600.0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13.0,2.0,?,1.0,1.0,?,57720.0,14430.0,9620.0,33670.0,Saab,93,2007.0,N,Middle Aged,Long-Term Client,14.0,14833.28,-42886.72
114,390.0,51.0,143626.0,1999-09-29,OH,250/500,2000.0,1124.38,0.0,618316.0,MALE,Associate,armed-forces,reading,other-relative,0.0,0.0,2015-02-24,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9.0,1.0,YES,1.0,1.0,YES,7080.0,1180.0,1180.0,4720.0,Ford,F150,2001.0,N,Middle Aged,Long-Term Client,32.5,36542.35,29462.35
115,258.0,46.0,648397.0,1999-03-09,IN,100/300,1000.0,1110.37,10000000.0,455365.0,MALE,MD,machine-op-inspct,hiking,other-relative,34400.0,-56800.0,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14.0,3.0,NO,0.0,1.0,?,47700.0,4770.0,9540.0,33390.0,Accura,MDX,1997.0,Y,Middle Aged,Long-Term Client,21.5,23872.954999999998,-23827.045000000002
116,107.0,31.0,154982.0,1991-02-13,IL,500/1000,2000.0,1374.22,0.0,470603.0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000.0,-63100.0,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16.0,1.0,NO,0.0,3.0,NO,51260.0,9320.0,9320.0,32620.0,Suburu,Legacy,2002.0,N,Middle Aged,Established Client,8.916666666666666,12253.461666666666,-39006.53833333333
117,225.0,41.0,330591.0,1993-08-05,OH,500/1000,2000.0,1103.58,0.0,475292.0,MALE,High School,exec-managerial,exercise,unmarried,41200.0,-36200.0,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20.0,3.0,?,2.0,2.0,NO,70400.0,6400.0,12800.0,51200.0,Toyota,Highlander,2011.0,Y,Middle Aged,Long-Term Client,18.75,20692.124999999996,-49707.875
